1731596619.000000, 1731596619.000000, 1731596619.000000
32.000000, 32.000000, 32.000000
32,0,127
32,-2,127
32,2,127
32,9,127
32,2,127
32,-3,127
32,-2,127
32,0,127
32,-1,55
32,10,127
32,12,121
32,-5,127
32,0,127
32,8,127
32,-3,127
32,9,127
32,15,127
35,-1,86
33,-1,9
30,11,25
32,3,49
32,5,127
32,3,83
30,7,92
32,9,38
32,3,113
32,0,127
32,-1,127
32,15,127
30,7,127
32,2,-25
34,-5,74
32,8,127
32,7,-2
30,-2,97
32,8,127
32,0,-16
32,-2,72
32,11,127
33,-3,123
32,-3,74
32,-1,127
32,9,127
32,-9,127
32,-2,127
32,4,127
32,10,127
32,10,127
32,0,68
32,-5,62
33,-1,127
32,17,127
32,8,127
32,5,24
32,0,127
32,6,127
32,8,127
32,5,127
32,4,127
32,21,60
30,8,123
32,9,127
32,5,117
32,3,127
30,3,127
32,-3,127
32,26,127
32,-2,101
32,9,92
32,15,127
32,4,127
32,-5,11
34,-1,127
34,-2,64
33,-3,96
30,12,127
33,-3,40
32,-5,74
32,5,95
32,1,127
30,3,65
32,7,113
34,14,127
34,20,77
32,14,-1
32,22,102
32,18,103
33,-1,23
32,-2,36
32,-2,31
35,-9,127
30,17,127
32,1,34
32,-7,60
32,3,28
32,-3,73
32,8,85
30,10,127
32,8,94
32,3,92
34,-3,35
32,0,127
32,-3,34
32,12,127
32,7,97
32,15,127
30,3,-33
32,11,127
36,-5,88
32,5,46
32,3,42
32,3,115
32,12,44
30,-2,120
32,8,127
32,-1,127
32,11,82
34,-5,22
32,-5,35
32,6,32
32,11,127
32,8,73
30,-2,52
32,9,5
32,1,115
32,9,87
32,17,101
32,15,127
32,6,90
32,0,127
32,-3,127
32,19,127
34,-3,85
32,9,103
33,-1,90
32,-5,127
32,3,100
34,-3,108
32,-2,127
32,3,127
32,-3,120
32,9,72
32,-5,11
32,-5,127
32,0,127
33,14,127
34,-3,87
32,-5,95
32,1,127
32,5,102
32,20,86
32,7,127
32,10,127
32,0,127
30,-2,-7
32,7,59
32,15,127
32,2,127
32,2,-48
32,-2,127
32,7,127
30,2,127
32,11,127
32,13,127
32,3,127
32,5,127
32,3,8
32,7,105
33,4,127
32,10,127
32,9,127
34,5,74
32,10,72
32,3,2
30,-3,127
34,7,68
32,15,70
32,0,127
32,15,127
32,7,127
32,-3,100
32,6,127
