1731408945.000000, 1731408945.000000, 1731408945.000000
32.000000, 32.000000, 32.000000
36,-9,115
36,-1,63
34,-1,100
32,-5,40
32,-5,21
34,-2,100
34,4,127
32,10,116
34,-3,69
34,3,87
34,1,107
34,-5,74
33,-4,127
33,-3,89
35,-5,66
32,12,29
33,-3,17
34,-2,74
34,-5,68
32,5,127
34,-7,60
34,-7,37
34,1,111
35,2,114
36,3,39
33,-3,68
34,-2,63
34,1,58
34,-5,127
32,-2,55
32,-1,81
37,-9,103
35,-2,102
34,0,82
35,-2,79
34,-5,127
34,5,95
34,-2,127
36,3,76
32,7,63
33,1,31
32,22,106
34,-1,127
36,-8,127
34,-6,127
34,8,85
34,-5,89
33,-1,102
35,-4,127
34,2,118
34,10,104
35,-4,85
34,-1,124
34,5,89
36,-5,127
36,10,61
34,11,127
35,-4,127
34,-1,113
34,-4,127
36,3,111
36,-5,93
32,13,127
34,-1,123
35,-5,85
34,3,85
33,-5,42
34,11,92
32,0,-16
36,-12,71
33,13,14
32,-5,114
36,-3,90
36,-5,28
34,7,109
32,22,116
34,-1,91
34,-2,113
36,-9,127
37,-11,102
35,-5,111
34,-2,35
32,11,116
35,-7,127
35,-2,127
33,-5,-34
33,2,84
34,8,65
36,-9,72
34,-5,76
34,-7,86
34,-7,74
34,13,106
32,-7,-5
33,-1,127
34,4,37
35,-7,112
34,1,121
35,-2,91
36,-4,108
34,-1,113
33,5,124
34,8,121
32,16,56
34,-2,89
34,7,34
34,-5,31
34,-2,56
32,12,90
34,-5,49
35,-9,98
33,-1,102
32,18,68
32,17,99
32,19,29
36,0,127
35,-4,127
34,5,85
33,-6,65
35,-5,126
34,1,106
34,-2,103
36,-2,107
35,-5,127
32,14,55
36,-5,127
33,0,92
33,-3,127
33,-2,125
33,4,115
32,11,44
32,-2,-45
34,-9,4
36,-4,78
34,7,127
32,3,63
34,-2,127
34,1,127
36,-9,127
34,-3,108
33,6,46
32,10,127
34,3,95
34,10,100
32,11,86
34,-1,115
34,-5,35
36,-5,62
36,-5,56
34,2,119
36,-7,105
32,-2,127
33,-5,86
34,9,93
35,-2,100
36,4,104
35,-5,60
34,-2,102
36,-4,93
32,11,123
33,-3,57
33,3,93
32,6,127
32,10,118
34,2,103
33,-3,-6
36,-7,114
34,-2,80
36,-5,88
33,-2,113
33,-4,127
34,-1,80
36,-5,55
35,-7,63
34,4,122
34,1,105
35,-5,117
32,-4,69
32,10,85
34,-5,78
34,-2,88
32,-2,127
32,11,89
36,-9,79
34,-5,64
32,-1,67
32,2,97
34,6,98
34,4,127
37,-6,107
32,-3,64
34,5,104
32,-3,127
33,-1,124
34,-2,127
34,3,82
32,7,95
36,-5,109
36,-5,101
33,1,49
32,3,12
35,-4,121
36,-5,72
33,-3,79
36,-5,78
36,-4,127
36,-5,94
34,-3,96
34,-5,6
32,-9,87
33,0,109
34,-2,127
35,-5,95
33,3,127
34,-1,110
33,2,-11
32,18,119
34,2,127
34,-2,120
32,-2,127
35,-2,127
36,-5,57
33,8,70
34,13,114
35,-5,103
36,-9,78
33,8,68
37,-9,127
38,-9,69
36,3,108
32,14,127
33,4,127
34,6,85
36,-4,122
32,8,43
35,4,85
35,-7,92
32,-7,127
34,-1,122
34,-1,127
32,-7,11
34,4,79
33,-5,10
34,-2,94
34,1,121
33,8,127
33,-9,58
34,1,94
38,-9,76
32,6,87
32,12,83
34,-2,127
37,-9,127
36,1,111
36,-5,127
34,-3,6
35,-2,127
33,-2,112
34,-5,70
35,-3,127
34,-4,127
36,0,127
34,1,127
35,-9,75
34,4,99
36,-9,99
32,-2,53
34,8,127
32,2,103
36,-5,113
35,-2,127
32,17,111
32,7,57
32,14,69
34,-2,96
37,-8,127
36,-5,88
34,-1,107
34,-3,35
33,-3,16
37,-8,114
32,9,127
36,-1,103
38,-9,80
35,-2,127
33,0,127
34,-9,48
32,8,96
35,-5,127
33,5,127
34,-2,75
36,-9,127
33,2,124
32,16,127
33,-5,127
33,-4,119
35,-2,127
32,11,2
34,7,114
33,-4,74
36,1,61
32,7,42
36,1,56
32,10,127
34,-1,79
32,3,74
33,7,102
34,4,99
32,18,120
34,7,65
35,-5,127
33,-3,82
36,-7,85
32,0,124
34,-2,119
34,-5,93
37,-9,124
36,-5,66
35,-6,127
33,-2,95
36,-5,66
33,3,111
34,0,127
34,-1,127
32,-5,68
34,4,84
32,6,114
36,-5,91
34,-7,48
33,-2,81
34,4,86
35,3,127
34,-1,44
34,-5,18
37,-9,107
38,-9,72
33,-3,53
32,-7,69
34,-2,127
36,-2,112
34,-7,93
37,-9,126
36,-5,87
32,12,85
32,9,106
34,-7,82
34,-5,86
32,17,107
34,-1,114
35,-6,115
34,-1,92
33,-5,117
36,-5,74
33,0,80
34,7,87
34,1,82
35,3,107
34,-3,102
33,-3,65
35,3,99
33,10,126
36,3,70
33,-5,127
34,-7,40
33,5,36
34,-3,104
34,-1,72
32,5,18
34,1,105
35,3,57
32,1,18
36,-6,127
34,-5,96
34,-2,120
34,-2,127
32,0,15
32,-9,47
32,-7,125
36,-2,127
36,-5,90
32,19,95
34,-1,103
34,-9,80
34,1,124
37,-9,127
35,3,111
34,4,22
33,1,113
33,1,90
36,-5,117
33,-2,75
36,6,113
33,-1,127
34,1,127
33,-2,31
32,-1,127
35,-2,127
32,15,57
32,-1,50
32,-1,72
34,-7,1
36,-9,127
36,-7,16
34,1,110
34,0,90
34,4,127
33,-5,19
36,-7,64
34,-5,68
33,-2,127
32,12,127
36,-2,90
34,-1,127
34,-3,78
35,-9,120
34,-1,127
34,-3,49
33,-5,104
34,-4,126
35,-5,119
36,-5,118
34,-2,87
32,-3,103
34,4,83
36,-5,52
35,-5,127
34,1,127
33,12,126
34,-1,127
34,5,70
34,23,45
35,-5,67
35,-5,84
36,3,100
32,7,35
34,1,93
34,7,78
33,-5,92
34,-2,58
33,1,84
35,-2,127
36,-6,106
36,-2,119
38,-9,126
35,-2,114
34,-5,81
34,1,97
34,-2,103
34,5,121
34,13,111
36,-5,119
34,4,69
