1731504447.000000, 1731504447.000000, 1731504447.000000
32.000000, 32.000000, 32.000000
36,-3,127
34,-5,37
34,2,127
35,-7,59
34,1,27
34,-7,80
36,-7,47
32,11,47
34,-1,115
36,-2,111
36,-4,127
36,-5,127
32,5,79
38,-8,126
35,-6,94
36,-2,127
36,-2,127
36,-2,127
36,-5,101
34,8,107
36,-4,99
36,-4,127
36,-4,86
36,-4,97
36,-4,83
33,11,82
32,13,32
36,-5,38
34,-5,14
34,-1,127
36,-4,107
36,-5,127
36,-9,42
34,-5,127
36,3,115
34,13,122
34,-4,72
34,-9,62
36,-4,127
38,-9,126
34,14,110
36,-5,127
32,13,68
34,-2,50
32,5,68
34,-2,-6
34,5,43
34,-5,62
34,1,116
36,-2,86
36,-5,127
36,-7,72
36,-2,127
34,-4,112
34,3,127
34,10,67
34,-4,127
36,-2,127
34,-4,69
36,-4,107
34,-3,79
36,-2,103
36,-6,109
34,1,67
36,-5,114
34,6,96
38,-8,124
35,-5,110
34,-7,89
36,4,109
36,-3,127
36,-4,127
34,-3,57
36,-3,127
36,-7,101
34,10,94
36,3,93
36,-8,124
36,-3,127
36,-4,127
36,-4,127
34,-2,127
36,-1,110
34,13,105
36,-2,93
38,-9,95
34,-8,18
38,-6,110
36,-5,112
32,-5,6
36,-2,93
36,3,106
36,-5,99
36,-3,127
34,2,127
36,-7,120
36,-2,127
34,9,126
36,-8,119
36,-4,112
36,-2,127
36,-6,89
34,-2,69
34,-2,107
34,-2,77
34,0,69
34,-1,65
36,-1,56
36,-5,127
34,13,105
36,-5,127
36,-5,127
36,-1,93
34,1,127
34,5,78
36,-8,111
36,-2,82
34,-4,85
34,8,127
36,-4,127
34,3,74
36,-2,127
34,-1,127
36,-7,127
34,-2,69
36,0,127
34,10,127
36,5,64
34,-2,80
34,8,65
34,-5,74
36,-2,127
32,-2,76
38,-9,126
36,-2,127
36,-2,127
36,-1,105
36,0,127
34,-5,87
34,-4,112
36,-2,123
34,-2,127
39,-13,103
34,1,69
36,-5,127
36,-1,111
36,-5,123
34,-2,121
36,-7,94
35,-4,127
36,-7,127
34,4,91
36,2,102
34,-3,127
36,-7,127
34,-3,55
33,-7,26
34,-7,25
36,-9,66
34,-2,120
32,-1,55
36,-4,127
34,0,127
38,-6,118
34,6,113
36,-6,108
34,-3,79
34,1,42
32,4,86
36,-6,106
34,2,117
35,-2,74
33,8,22
32,-7,28
36,-7,91
36,-7,40
34,-5,39
34,-7,120
35,-5,127
36,-5,59
35,0,127
34,-5,72
34,-5,50
34,0,97
36,-4,127
35,-5,81
34,-4,64
35,-4,127
36,-2,102
36,-4,127
34,-7,25
34,10,69
37,-11,49
33,-5,12
36,-1,109
36,-4,127
36,8,64
36,-4,106
36,-4,127
36,-5,117
36,-2,127
34,4,41
34,-2,125
36,-9,46
32,8,127
36,-2,127
36,-5,104
36,-7,89
36,-5,92
34,2,86
36,-4,93
36,-5,103
34,2,73
34,-1,120
34,9,106
36,-4,127
36,4,109
34,7,127
34,-1,108
34,-5,2
33,-6,91
35,-7,50
34,-4,103
34,-2,59
32,-5,44
36,-11,85
36,-7,102
36,-7,85
34,-7,113
34,-4,82
36,-4,127
36,-9,48
32,3,54
34,-9,18
34,-2,76
36,-4,127
34,5,22
38,-8,127
34,6,99
36,-5,64
36,-7,90
36,-4,127
36,-2,127
36,-7,106
36,-4,88
34,-3,127
36,-5,97
32,8,127
35,-3,125
34,1,127
36,-7,94
36,-4,127
36,-5,127
34,-1,109
36,-5,118
36,-4,127
36,-4,127
36,-5,127
34,-2,74
34,-5,12
36,0,106
34,-5,24
34,-7,73
34,6,96
36,-4,127
34,-5,64
34,8,127
38,-6,117
36,0,127
36,-2,127
34,-2,127
34,-1,127
37,-1,74
34,10,110
36,-5,127
32,-2,62
38,-9,114
34,-1,119
34,-5,86
34,-2,117
36,0,127
36,-5,124
34,-3,120
34,-3,80
36,-2,127
32,-5,5
34,-5,14
36,-5,127
34,-1,127
36,-3,127
36,-6,120
34,14,36
36,-4,109
32,10,55
32,0,73
36,-5,127
36,0,93
32,6,71
36,-3,98
34,1,85
36,-2,127
34,7,98
36,-5,86
36,-6,106
34,-2,78
32,1,69
36,-5,42
36,-2,100
34,-5,71
36,-2,127
36,-4,127
36,-5,91
35,3,85
34,-5,82
36,-7,81
35,-4,127
36,-1,92
34,1,68
34,3,106
36,-4,127
36,-5,61
36,-9,127
34,2,123
34,-5,108
36,-9,90
34,-7,18
34,13,127
34,-5,18
36,-4,127
32,-7,-28
36,-4,127
36,-5,127
32,-5,2
36,2,103
34,5,127
34,6,127
36,-5,127
34,8,57
34,13,121
36,2,112
36,-5,114
36,-5,127
35,-3,93
34,-1,127
36,-5,53
34,5,17
34,-1,86
36,3,110
36,-1,62
34,-5,70
36,-5,127
36,-4,127
34,-1,60
34,-2,125
36,-4,127
36,-7,91
34,5,119
34,8,127
36,-5,62
36,-4,127
36,-4,127
36,-7,92
36,-4,119
34,-2,106
35,-6,91
34,-3,98
34,-4,73
36,-4,127
34,6,123
36,3,127
36,-5,127
34,-2,127
34,8,127
36,-4,127
35,-4,127
35,-5,123
34,7,127
36,-2,127
36,-2,127
36,-4,127
36,-4,127
36,-5,127
34,-2,57
36,-7,69
34,-4,120
36,-5,96
36,-6,107
36,-1,103
34,-3,124
34,7,97
36,-4,75
34,0,120
34,-3,87
36,-5,114
34,-1,127
36,-5,127
34,-5,77
36,-6,109
36,-4,127
34,-7,44
34,-11,47
34,-3,44
36,-9,69
34,-2,74
34,2,127
36,-7,124
32,11,64
34,0,125
36,-2,94
32,14,97
34,1,79
36,-5,107
34,4,79
36,-5,127
34,-4,127
34,12,66
34,4,114
36,-2,122
34,-5,81
36,-2,126
36,-4,109
34,9,127
34,0,117
34,10,60
36,-4,127
36,-4,110
34,-4,110
36,-5,112
36,0,127
36,-2,127
36,-2,95
34,2,94
33,-5,92
36,3,127
36,-4,102
34,-2,106
34,0,127
36,-2,93
34,5,102
36,-5,127
36,-4,93
34,-4,127
34,-4,102
36,-2,127
36,-2,92
36,-3,127
34,-2,127
32,0,47
34,11,113
36,0,111
36,-6,86
34,8,81
36,-9,50
36,-5,117
36,-4,101
34,5,117
34,8,126
36,-2,127
34,4,77
35,-11,73
34,8,127
34,-2,4
36,-6,97
34,-7,44
36,-4,127
34,-3,6
38,-11,91
34,-3,88
36,-2,89
36,-1,83
34,-1,127
33,-3,26
