1731585548.000000, IBI
12.781250,0.718750
13.515625,0.734375
14.265625,0.750000
14.906250,0.640625
15.687500,0.781250
16.406250,0.718750
17.093750,0.687500
17.812500,0.718750
18.562500,0.750000
19.328125,0.765625
20.140625,0.812500
20.937500,0.796875
21.687500,0.750000
22.437500,0.750000
23.187500,0.750000
23.937500,0.750000
30.500000,0.765625
31.234375,0.734375
31.968750,0.734375
32.703125,0.734375
39.187500,0.734375
39.890625,0.703125
40.656250,0.765625
41.437500,0.781250
42.187500,0.750000
42.921875,0.734375
43.656250,0.734375
44.390625,0.734375
45.140625,0.750000
45.843750,0.703125
46.562500,0.718750
47.296875,0.734375
48.031250,0.734375
48.750000,0.718750
49.531250,0.781250
50.328125,0.796875
51.093750,0.765625
51.812500,0.718750
52.531250,0.718750
53.281250,0.750000
54.031250,0.750000
54.765625,0.734375
55.500000,0.734375
56.234375,0.734375
57.000000,0.765625
57.718750,0.718750
58.453125,0.734375
59.171875,0.718750
59.875000,0.703125
60.562500,0.687500
61.265625,0.703125
61.984375,0.718750
62.734375,0.750000
63.515625,0.781250
64.250000,0.734375
65.031250,0.781250
65.875000,0.843750
66.656250,0.781250
67.390625,0.734375
68.140625,0.750000
68.875000,0.734375
69.593750,0.718750
75.234375,0.734375
75.968750,0.734375
76.656250,0.687500
77.218750,0.562500
85.765625,0.687500
86.531250,0.765625
87.281250,0.750000
88.046875,0.765625
88.750000,0.703125
89.500000,0.750000
90.281250,0.781250
91.078125,0.796875
91.859375,0.781250
92.656250,0.796875
93.468750,0.812500
94.296875,0.828125
95.078125,0.781250
95.843750,0.765625
96.578125,0.734375
99.843750,0.640625
100.484375,0.640625
101.125000,0.640625
101.734375,0.609375
102.437500,0.703125
103.234375,0.796875
104.000000,0.765625
104.796875,0.796875
105.609375,0.812500
106.421875,0.812500
112.906250,0.718750
113.656250,0.750000
114.359375,0.703125
128.546875,0.546875
129.093750,0.546875
129.656250,0.562500
130.265625,0.609375
130.953125,0.687500
131.656250,0.703125
132.437500,0.781250
133.281250,0.843750
134.125000,0.843750
139.843750,0.687500
140.531250,0.687500
151.359375,0.625000
152.015625,0.656250
152.609375,0.593750
153.281250,0.671875
153.984375,0.703125
169.890625,0.671875
170.546875,0.656250
171.171875,0.625000
171.796875,0.625000
172.453125,0.656250
180.515625,0.703125
181.187500,0.671875
181.875000,0.687500
182.546875,0.671875
183.218750,0.671875
